"Company Name","Business Name","Street Address",City,"State Abbreviation","Zip Code","Telephone Number","Line of Business",Latitude,Longitude,"Primary NAICS","Primary SIC","Sales Volume","Total Employees","Local Employees","Year Started"
"THE PRESS JUICE BAR AND CAFE",,"191 KENTUCKY AVE",LEXINGTON,KY,405021754,8593178915,"EATING PLACE",38.036203,-84.492089,722511,58129902,499862,1,1,2015
"THE SEAFOOD LADY OF LEXINGTON LLC",,"833 GEORGETOWN ST",LEXINGTON,KY,405081024,8595545148,"EATING PLACE",38.068954,-84.504316,722511,58120700,214611,1,1,2020
"THE THUNDERBIRD CAFE",,"975 E NEW CIRCLE RD",LEXINGTON,KY,405054126,8592444248,"EATING PLACE",38.039148,-84.453822,722511,58129902,125925,1,1,2018
"THE TIN ROOF",,"303 S LIMESTONE",LEXINGTON,KY,405083007,8593179111,"EATING PLACE",38.04327,-84.50181,722511,58120101,245855,12,12,2009
"THE TULIP BISTRO & BAR",,"355 ROMANY RD",LEXINGTON,KY,405022403,8593676687,"DRINKING PLACE EATING PLACE",38.019065,-84.486025,722410,58130000,231119,4,4,2010
"THE VINE RESTAURANT LLC",,"881 CORPORATE DR",LEXINGTON,KY,405032748,,"EATING PLACE",38.01244,-84.55347,722511,58120000,277925,1,1,2024
"THE WILEY RESTAURANT GROUP LLC","EAST END TAP AND TABLE","4756 WINDSTAR WAY",LEXINGTON,KY,405154820,,"EATING PLACE",37.957125,-84.513328,722511,58120500,909030,19,19,2016
"THELMAS KITCHEN LLC",,"1248 HIALEIAH CT",LEXINGTON,KY,405173119,,"EATING PLACE",37.977273,-84.481763,722511,58120000,63220,1,1,2022
"THEWOK LLC",THEWOK,"537 WALLER AVE",LEXINGTON,KY,405042700,,"EATING PLACE",38.033554,-84.522886,722511,58120502,72312,6,6,2019
"THOMAS AND KING INC",,"427 S MILL ST",LEXINGTON,KY,405082925,,"EATING PLACE",38.044706,-84.504252,722511,58120000,76801,6,6,2017
"TOBY'S TACOS, LLC",,"344 E TIVERTON WAY",LEXINGTON,KY,405171528,,"EATING PLACE",37.975273,-84.51613,722511,58120112,76598,1,1,2021
"TOKYO EXPRESS LEXINGTON LLC","TOKYO EX HIBACHI & SUSHI 3","1951 N BROADWAY",LEXINGTON,KY,405051540,,"EATING PLACE",38.074746,-84.45904,722511,58120109,63220,1,1,2022
"TOKYO SANGYO, INC.",,"2333 ALEXANDRIA DR",LEXINGTON,KY,405043215,,"EATING PLACE",38.01873,-84.55122,722511,58120109,197546,6,6,2013
"TOMATO EXPRESS",,"2573 RICHMOND RD STE 170",LEXINGTON,KY,405091522,,"EATING PLACE",38.011612,-84.455808,722511,58129902,0,0,1,
"TOMATO EXPRESS LLC",,"3801 MALL RD STE 195",LEXINGTON,KY,405034469,8592730184,"EATING PLACE",37.985898,-84.531411,722511,58120000,207164,7,7,2007
"TOMO RESTAURANT",,"3330 MONTAVESTA RD",LEXINGTON,KY,405023512,8592699291,"EATING PLACE",37.997062,-84.491531,722511,58120109,204809,5,5,2002
"TONYS STEAK AND SEAFOOD",,"401 W MAIN ST STE 102",LEXINGTON,KY,405071631,8592430210,"EATING PLACE",38.049617,-84.50034,722511,58120802,229991,6,6,2014
"TONYS TACOS VARIOS LLC",,"601 DARTMOOR DR",LEXINGTON,KY,405052730,,"EATING PLACE",38.054964,-84.455472,722511,58120112,65812,1,1,2023
"TOSSIN THA SAUCE WINGS LLC",,"3094 RICHMOND RD STE 180",LEXINGTON,KY,405091774,8593093363,"EATING PLACE",38.003143,-84.449612,722511,58120000,106469,2,2,2023
"TOURISM, ARTS AND HERITAGE CABINET","KENTUCKY HORSE PARK","4089 IRON WORKS PKWY",LEXINGTON,KY,405118483,8592334303,"MUSEUM/ART GALLERY LAND/WILDLIFE CONSERVATN EATING PLACE PARK",38.150269,-84.519706,712110,84129902,0,0,100,
"TPG LEXINGTON, LLC","HYATT REGENCY LEXINGTON","401 W HIGH ST",LEXINGTON,KY,405071833,8592531234,"HOTEL/MOTEL OPERATION EATING PLACE DRINKING PLACE",38.048351,-84.501476,721110,70110000,4475466,80,80,2014
"TRATTI DI BUSALACCHI LLC",,"4436 LOGANS FORT LN",LEXINGTON,KY,405098552,,"EATING PLACE",37.978105,-84.413862,722511,58120108,75049,1,1,2021
"TRIDENT HOLDINGS LLC","CAPTAIN D'S","245 W NEW CIRCLE RD",LEXINGTON,KY,405051425,8592990614,"SEAFOOD RESTAURANTS",38.069212,-84.473921,722511,58120700,0,0,8,
"TRIDENT HOLDINGS LLC","CAPTIAN D'S","167 E REYNOLDS RD",LEXINGTON,KY,405171249,8592733313,RESTAURANT,37.990397,-84.520151,722511,58120700,0,0,6,
"TRIDENT HOLDINGS LLC",,"125 N MOUNT TABOR RD",LEXINGTON,KY,405091552,8592688818,"EATING PLACE RET MEAT/FISH",38.006694,-84.449784,722511,58120700,0,0,9,
"TROPICAL SMOOTHIE",,"3181 BEAUMONT CENTRE CIR",LEXINGTON,KY,405131836,8592230032,"EATING PLACE",38.022029,-84.559899,722511,58129902,284672,19,19,2012
"TS HOME COOKING LLC",,"4101 TATES CREEK CENTRE DR STE 140",LEXINGTON,KY,405173068,8593998082,"EATING PLACE",37.971971,-84.498688,722511,58120000,60302,1,1,2023
"TUBIE TASTES LLC",,"569 LONGVIEW DR",LEXINGTON,KY,405031707,,"EATING PLACE",38.01976,-84.53103,722511,58120000,277925,1,1,2024
"TUDORS EAST NEW CIRCLE , LLC","TUDORS BISCUIT WORLD","757 E NEW CIRCLE RD",LEXINGTON,KY,405052905,8593680900,"EATING PLACE",38.047654,-84.453549,722511,58120501,460698,2,2,2019
"TWO HANDS DIGITAL LLC",,"350 E SHORT ST UNIT 210",LEXINGTON,KY,405071583,,"EATING PLACE",38.04249,-84.491618,722511,58120000,126697,1,1,2020
"U K FOOD SERVICES FOOD STORAGE","CAMPUS CUSINE","19 DONAVAN DR",LEXINGTON,KY,405060001,8592576156,"EATING PLACE",38.0349,-84.5041,722511,58120000,57778,10,10,2002
"UK DINING",,"631 S LIMESTONE",LEXINGTON,KY,405083218,8592572220,"EATING PLACE",38.037233,-84.508949,722511,58120000,173557,8,8,2017
"UME RAMEN, LLC",,"956 BELMERE DR",LEXINGTON,KY,405092248,,"EATING PLACE",38.023696,-84.428632,722511,58120109,211535,1,1,2022
"URBAN FUSION ASIAN BISTRO LLC",,"2121 CAPSTONE DR",LEXINGTON,KY,405118921,,"EATING PLACE",38.091886,-84.516212,722511,58120000,277925,1,1,2024
"URBAN TACO LIMITED LIABILITY COMPANY",,"1640 SUMMERHILL DR",LEXINGTON,KY,405155846,,"EATING PLACE",37.969394,-84.462208,722511,58120112,65812,1,1,2022
"VEGAN NEPAL, LLC",,"880 SUGARBUSH TRL",LEXINGTON,KY,405097001,,"EATING PLACE",37.990532,-84.398488,722511,58120000,50458,1,1,2017
"VERSAILLES MEXICAN RESTAURANT, LLC","VERSAILLES MEXICAN RESTAURANT","1205 VERSAILLES RD",LEXINGTON,KY,405083117,,"EATING PLACE",38.050272,-84.519489,722511,58120000,70628,5,5,2021
"VICKY'S KITCHEN LLC",,"215 E SEVENTH ST",LEXINGTON,KY,40508,,"EATING PLACE",38.053208,-84.481451,722511,58120000,259779,1,1,2025
"VIDAL ON MAIN",,"120 DENNIS DR # 3",LEXINGTON,KY,405032997,8593404398,"EATING PLACE",38.003119,-84.522704,722511,58129902,61756,1,1,2015
"VINAIGRETTE VINAIGRETTE SALAD KITCHEN",,"113 N BROADWAY # 14",LEXINGTON,KY,405071228,8595237694,"EATING PLACE",38.04927,-84.499673,722511,58120000,145136,8,8,2015
"VIVA MEXICO, LLC",,"2004 FAIRGROUNDS CT",LEXINGTON,KY,405169694,,"EATING PLACE",38.071369,-84.449455,722511,58120112,560019,1,1,2022
"VW COMMISSIONS, LLC","XT SOLUTIONS","1894 MARLBORO DR",LEXINGTON,KY,405051655,,"EATING PLACE",38.082163,-84.462812,722511,58120000,107134,3,3,2021
"WAFFLE HOUSE",,"3601 WALDEN DR",LEXINGTON,KY,405172020,8592723454,"RESTAURANT-FAM CHAIN",37.983069,-84.496348,722511,58120501,274577,11,11,2017
"WAFFLE HOUSE",,"1912 PLAUDIT PL",LEXINGTON,KY,405092417,8595431966,"RESTAURANT-FAM CHAIN",38.01869,-84.415209,722511,58120501,436224,23,23,2013
"WAFFLE HOUSE",,"859 S BROADWAY",LEXINGTON,KY,405042601,8592258795,"RESTAURANT-FAM CHAIN",38.040112,-84.514161,722511,58120501,238190,10,10,2017
"WAFFLE HOUSE G TOWN RD INC","WAFFLE HOUSE","1000 GEORGETOWN RD",LEXINGTON,KY,405111002,8592591099,"RESTAURANT-FAM CHAIN",38.076825,-84.506378,722511,58120501,136387,8,8,1997
"WAFFLE HOUSE, INC.","WAFFLE HOUSE","153 PATCHEN DR STE 41",LEXINGTON,KY,405174496,8592664919,"RESTAURANT-FAM CHAIN",38.007799,-84.45504,722511,58120501,0,0,11,
"WAFFLE HOUSE, INC.","WAFFLE HOUSE","2340 BUENA VISTA RD",LEXINGTON,KY,405054821,8592935802,"RESTAURANT-FAM CHAIN",38.041706,-84.423458,722511,58120501,0,0,8,
"WAHMEI CHINESE RESTAURANT INC",,"4750 HARTLAND PKWY STE 110",LEXINGTON,KY,405151558,8592452888,"EATING PLACE",37.9618,-84.478835,722511,58120103,160000,4,4,1994
"WEI CORPORATION","ASIAN WIND","3735 PALOMAR CENTRE DR STE 40",LEXINGTON,KY,405131169,6062230065,"EATING PLACE",38.004882,-84.572513,722511,58120103,92255,6,6,2010
"WHITE BREAD BBQ, LLC",,"3404 SCOTTISH TRCE",LEXINGTON,KY,405098550,,"EATING PLACE",38.024403,-84.396868,722511,58120801,63921,1,1,2021
"WHO'S SMACKIN NOW EATERY LLC",,"1795 ALYSHEBA WAY STE 7202",LEXINGTON,KY,405092481,,"EATING PLACE",38.017612,-84.423579,722511,58120000,277925,1,1,2024
"WILD EGGS OPERATIONS, LLC",,"1925 JUSTICE DR STE 140",LEXINGTON,KY,405092553,8595430532,"EATING PLACE",38.017609,-84.413039,722511,58120500,0,0,2,
"WILDCAT DELI",,"115 & 119 MAIN ST",LEXINGTON,KY,40507,,"EATING PLACE DRINKING PLACE",38.0462,-84.4956,722511,58120101,77000,3,3,1987
"WILLIE GOOD RESTAURANT , LLC",,"866 MALABU DR",LEXINGTON,KY,405023404,8592691966,"EATING PLACE",37.992093,-84.495848,722511,58120000,80827,6,6,2016
"WINDY CORNER, LLC",,"3750 PARIS PIKE",LEXINGTON,KY,405119411,,"EATING PLACE",38.101594,-84.408286,722511,58120500,157696,6,6,2010
"WING KYNG LLC",,"3099 KIRKLEVINGTON DR APT 141",LEXINGTON,KY,405172481,,"EATING PLACE",37.990188,-84.500018,722511,58120103,611307,1,1,2020
"WONG WONG",,"458 SOUTHLAND DR STE 458",LEXINGTON,KY,405031827,8592760077,"EATING PLACE",38.01963,-84.528632,722511,58120103,74781,5,5,2011
"WURST GEAR CO.",,"572 N LIMESTONE",LEXINGTON,KY,405081677,,"EATING PLACE",38.053702,-84.486415,722511,58120105,277925,1,1,2024
"YAMA TO GO JAPANESE GRILL",,"1080 S BROADWAY",LEXINGTON,KY,405044108,8594553335,"EATING PLACE",38.036361,-84.51702,722511,58120109,115457,4,4,2010
"YANG CORPORATION",,"196 N MARTIN LUTHER KING BLVD",LEXINGTON,KY,405071531,8594201993,"EATING PLACE",38.047035,-84.49204,722511,58120103,236158,4,4,2017
"YU QUN CHI LLC",,"2907 RICHMOND RD",LEXINGTON,KY,405091714,8592681588,"EATING PLACE",38.004686,-84.448723,722511,58120000,160196,7,7,2009
"YUMMY YUMMY, INC.",,"1395 W MAIN ST",LEXINGTON,KY,405082047,,"EATING PLACE",38.063718,-84.519957,722511,58120500,201306,6,6,2010
"Z & L BEST LLC","VOLCANO HOT POT BBQ","729 LANE ALLEN RD",LEXINGTON,KY,405043613,,"EATING PLACE",38.027537,-84.535703,722511,58120801,65812,4,4,2022
"Z T OF LOUISVILLE LLC",,"2337 SIR BARTON WAY STE 105",LEXINGTON,KY,405092474,,"EATING PLACE",38.02394,-84.423928,722511,58120000,99831,11,3,2010
"ZARIF RESTAURANT GROUP LLC",,"1202 DELONG PL",LEXINGTON,KY,405158522,,"EATING PLACE",37.968726,-84.450169,722511,58120000,277925,1,1,2025
"ZEN SUSHI AND SAKE BAR",,"3070 LAKECREST CIR STE 500",LEXINGTON,KY,405131938,8592192166,"EATING PLACE",38.016439,-84.555228,722511,58120109,242462,7,7,2000
"ZIM'S CAFE , LLC","THIRSTY FOX BY ZIM'S, THE","215 W MAIN ST",LEXINGTON,KY,405071773,8597853690,"EATING PLACE",38.047776,-84.497753,722511,58129902,591005,7,7,2019
